activity_id,name,type,start_date_local,distance_km,moving_time_min,average_heartrate,max_heartrate,perceived_exertion,pace_summary_sec_km,hr_avg_stream,hr_max_stream,hr_max_estimated,cardiac_drift_pct,z1_min,z1_pct,z2_min,z2_pct,z3_min,z3_pct,z4_min,z4_pct,z5_min,z5_pct,analysis_status,completed_at,session_rpe_load,pace_avg_sec_km,pace_avg,splits_sec_km,std_pace_sec,consistency_score,pace_drift_sec_km,pace_interpretation,activity_category,missing_data
14906439712,Preparação Fisica CDPD,Workout,2025-06-24T19:59:20Z,0.0,63.766666666666666,133.0,160.0,8.0,,129.29438775510204,160.0,198.0,12.669519973145366,10.433333333333334,31.93877551020408,9.0,27.55102040816326,13.083333333333334,40.05102040816326,0.15,0.4591836734693878,0.0,0.0,complete,2026-05-06T16:44:47.586384+00:00,510.1333333333333,,,,,,,,preparacao_fisica,
14927201751,Preparação Fisica CDPD,Workout,2025-06-26T20:18:53Z,0.0,41.66666666666666,136.2,167.0,5.0,,133.43088235294118,167.0,198.0,-6.287495463182388,6.616666666666666,19.46078431372549,12.266666666666667,36.07843137254902,13.383333333333333,39.36274509803921,1.7333333333333334,5.098039215686274,0.0,0.0,complete,2026-05-06T16:44:49.685769+00:00,208.3333333333333,,,,,,,,preparacao_fisica,
15051742052,Preparação Fisica CDPD,Workout,2025-07-08T20:00:48Z,0.0,61.7,123.5,171.0,6.0,,122.20078431372548,171.0,198.0,20.71183199348372,20.516666666666666,48.27450980392157,9.15,21.529411764705884,9.116666666666667,21.45098039215686,3.716666666666667,8.745098039215685,0.0,0.0,complete,2026-05-06T16:44:52.041194+00:00,370.2000000000001,,,,,,,,preparacao_fisica,
15073949404,Preparação Física CDPD,Workout,2025-07-10T19:56:28Z,0.0,66.13333333333334,106.1,155.0,3.0,,104.97286210160934,155.0,198.0,25.479834207003904,40.6,76.86967497633323,8.5,16.093404859577156,3.716666666666667,7.036920164089618,0.0,0.0,0.0,0.0,complete,2026-05-06T16:44:53.778898+00:00,198.40000000000003,,,,,,,,preparacao_fisica,
15127839269,Preparação Fisica CDPD,Workout,2025-07-15T20:00:49Z,0.0,60.31666666666667,109.7,157.0,7.0,,112.36429872495448,157.0,198.0,32.0257664336269,14.766666666666667,53.79477838494232,9.483333333333333,34.547662416514875,3.2,11.657559198542804,0.0,0.0,0.0,0.0,complete,2026-05-06T16:44:55.406193+00:00,422.2166666666667,,,,,,,,preparacao_fisica,
15339409138,Preparação Fisica CDPD,Workout,2025-08-04T06:58:05Z,0.0,61.35,87.5,127.0,2.0,,84.3585291113381,127.0,198.0,4.705063351369449,48.583333333333336,99.250936329588,0.3666666666666666,0.7490636704119851,0.0,0.0,0.0,0.0,0.0,0.0,complete,2026-05-06T16:44:57.386519+00:00,122.7,,,,,,,,preparacao_fisica,
15358942234,Preparação Física CDPD,Workout,2025-08-05T20:00:56Z,0.0,59.16666666666666,105.5,153.0,5.0,,105.09624258404746,153.0,198.0,31.19512177437482,38.06666666666667,75.28015820698748,8.15,16.117336849044168,4.35,8.60250494396836,0.0,0.0,0.0,0.0,complete,2026-05-06T16:44:59.602409+00:00,295.8333333333333,,,,,,,,preparacao_fisica,
15382476721,Preparação Física CDPD,Workout,2025-08-07T19:56:20Z,0.0,60.68333333333333,97.0,125.0,4.0,,95.9931688804554,125.0,198.0,29.650409520099245,41.016666666666666,93.3965844402277,2.9,6.603415559772296,0.0,0.0,0.0,0.0,0.0,0.0,complete,2026-05-06T16:45:01.410403+00:00,242.7333333333333,,,,,,,,preparacao_fisica,
15541626303,Preparação Fisica CDPD,Workout,2025-08-21T20:01:35Z,0.0,54.75,112.5,162.0,4.0,,114.18404696132596,162.0,198.0,25.04678875980862,24.266666666666666,50.27624309392266,17.5,36.25690607734807,6.333333333333333,13.121546961325969,0.1666666666666666,0.3453038674033149,0.0,0.0,complete,2026-05-06T16:45:03.700726+00:00,219.0,,,,,,,,preparacao_fisica,
15598059108,Preparação Física CDPD,Workout,2025-08-26T17:57:47Z,0.0,72.56666666666666,117.1,149.0,3.0,,110.53444945267223,149.0,198.0,5.3189644345834415,35.86666666666667,69.28525434642627,15.316666666666666,29.587894397939472,0.5833333333333334,1.1268512556342565,0.0,0.0,0.0,0.0,complete,2026-05-06T16:45:05.348189+00:00,217.7,,,,,,,,preparacao_fisica,
15621564920,Preparação Fisica CDPD,Workout,2025-08-28T20:08:07Z,0.0,47.833333333333336,119.4,163.0,4.0,,118.4275222265172,163.0,177.0,17.787381359949546,15.033333333333333,34.86664089679165,10.35,24.0046385775029,9.566666666666666,22.187862388867412,7.816666666666666,18.129107073830692,0.35,0.8117510630073445,complete,2026-05-13T00:03:36.725706+00:00,191.33333333333334,,,,,,,,preparacao_fisica,
